宁夏2025年新高考一分一段表
格式说明：每列两子列 = 分数段（如"616分以上"）+ 累计人数（即位次）
选科对应：普通历史=历史类，普通物理=物理类，体育历史=体育历史类，体育物理=体育物理类

--- 普通历史 ---
--- 普通物理 ---
--- 体育历史 ---
--- 体育物理 ---
普通历史: 254分以上分, 位次21225 | 普通物理: 280分以上分, 位次42158 | 体育历史: 196分以上分, 位次761 | 体育物理: 209分以上分, 位次925
普通历史: 253分以上分, 位次21231 | 普通物理: 279分以上分, 位次42233 | 体育历史: 195分以上分, 位次762 | 体育物理: 208分以上分, 位次925
普通历史: 252分以上分, 位次21234 | 普通物理: 278分以上分, 位次42290 | 体育历史: 194分以上分, 位次762 | 体育物理: 207分以上分, 位次925
普通历史: 251分以上分, 位次21243 | 普通物理: 277分以上分, 位次22350 | 体育历史: 193分以上分, 位次762 | 体育物理: 206分以上分, 位次925
普通历史: 250分以上分, 位次21249 | 普通物理: 276分以上分, 位次42435 | 体育历史: 192分以上分, 位次763 | 体育物理: 205分以上分, 位次925
普通历史: 249分以上分, 位次21259 | 普通物理: 275分以上分, 位次42501 | 体育历史: 191分以上分, 位次763 | 体育物理: 204分以上分, 位次925
普通历史: 248分以上分, 位次21262 | 普通物理: 274分以上分, 位次42551 | 体育历史: 190分以上分, 位次763 | 体育物理: 203分以上分, 位次925
普通历史: 247分以上分, 位次21267 | 普通物理: 273分以上分, 位次42619 | 体育历史: 189分以上分, 位次764 | 体育物理: 202分以上分, 位次925
普通历史: 246分以上分, 位次21269 | 普通物理: 272分以上分, 位次42677 | 体育历史: 188分以上分, 位次764 | 体育物理: 201分以上分, 位次925
普通历史: 245分以上分, 位次21272 | 普通物理: 271分以上分, 位次42738 | 体育历史: 187分以上分, 位次764 | 体育物理: 200分以上分, 位次925
普通历史: 244分以上分, 位次21278 | 普通物理: 270分以上分, 位次42810 | 体育历史: 186分以上分, 位次764 | 体育物理: 199分以上分, 位次925
普通历史: 243分以上分, 位次21286 | 普通物理: 269分以上分, 位次42858 | 体育历史: 185分以上分, 位次765 | 体育物理: 198分以上分, 位次925
普通历史: 242分以上分, 位次21291 | 普通物理: 268分以上分, 位次42914 | 体育历史: 184分以上分, 位次765 | 体育物理: 197分以上分, 位次925
普通历史: 241分以上分, 位次21299 | 普通物理: 267分以上分, 位次42959 | 体育历史: 183分以上分, 位次765 | 体育物理: 196分以上分, 位次925
普通历史: 240分以上分, 位次21306 | 普通物理: 266分以上分, 位次42991 | 体育历史: 182分以上分, 位次766 | 体育物理: 195分以上分, 位次925
普通历史: 239分以上分, 位次21308 | 普通物理: 265分以上分, 位次43078 | 体育历史: 181分以上分, 位次766 | 体育物理: 194分以上分, 位次925
普通历史: 238分以上分, 位次21310 | 普通物理: 264分以上分, 位次43125 | 体育历史: 180分以上分, 位次766 | 体育物理: 193分以上分, 位次925
普通物理: 263分以上分, 位次43183 | 体育历史: 179分以上分, 位次767 | 体育物理: 192分以上分, 位次925
普通历史: 236分以上分, 位次21314 | 普通物理: 262分以上分, 位次43223 | 体育历史: 178分以上分, 位次767 | 体育物理: 191分以上分, 位次925
普通历史: 235分以上分, 位次21320 | 普通物理: 261分以上分, 位次43260 | 体育历史: 177分以上分, 位次767 | 体育物理: 190分以上分, 位次925
普通历史: 234分以上分, 位次21326 | 普通物理: 260分以上分, 位次43305 | 体育历史: 176分以上分, 位次768 | 体育物理: 189分以上分, 位次925
普通历史: 233分以上分, 位次21328 | 普通物理: 259分以上分, 位次43352 | 体育历史: 175分以上分, 位次768 | 体育物理: 188分以上分, 位次925
普通历史: 232分以上分, 位次21330 | 普通物理: 258分以上分, 位次43394 | 体育历史: 174分以上分, 位次768 | 体育物理: 187分以上分, 位次925
普通历史: 231分以上分, 位次21331 | 普通物理: 257分以上分, 位次43411 | 体育历史: 173分以上分, 位次769 | 体育物理: 186分以上分, 位次925
普通历史: 230分以上分, 位次21333 | 普通物理: 256分以上分, 位次43477 | 体育历史: 172分以上分, 位次769 | 体育物理: 185分以上分, 位次925
普通历史: 229分以上分, 位次21334 | 普通物理: 255分以上分, 位次43514 | 体育历史: 171分以上分, 位次769 | 体育物理: 184分以上分, 位次925
普通历史: 228分以上分, 位次21338 | 普通物理: 254分以上分, 位次43560 | 体育历史: 170分以上分, 位次770 | 体育物理: 183分以上分, 位次925
普通历史: 227分以上分, 位次21341 | 普通物理: 253分以上分, 位次43594 | 体育历史: 169分以上分, 位次770 | 体育物理: 182分以上分, 位次925
普通历史: 226分以上分, 位次21343 | 普通物理: 252分以上分, 位次43620 | 体育历史: 168分以上分, 位次770 | 体育物理: 181分以上分, 位次925
普通历史: 225分以上分, 位次21344 | 普通物理: 251分以上分, 位次43651 | 体育历史: 167分以上分, 位次771 | 体育物理: 180分以上分, 位次925
普通历史: 224分以上分, 位次21348 | 普通物理: 250分以上分, 位次43682 | 体育历史: 166分以上分, 位次771 | 体育物理: 179分以上分, 位次925
普通历史: 223分以上分, 位次21350 | 普通物理: 249分以上分, 位次43714 | 体育历史: 165分以上分, 位次771 | 体育物理: 178分以上分, 位次925
普通历史: 222分以上分, 位次21352 | 普通物理: 248分以上分, 位次43741 | 体育历史: 164分以上分, 位次771 | 体育物理: 177分以上分, 位次925
普通物理: 247分以上分, 位次43766 | 体育历史: 163分以上分, 位次771 | 体育物理: 176分以上分, 位次925
普通历史: 220分以上分, 位次21355 | 普通物理: 246分以上分, 位次43795 | 体育历史: 162分以上分, 位次772 | 体育物理: 175分以上分, 位次925
普通历史: 219分以上分, 位次21357 | 普通物理: 245分以上分, 位次43824 | 体育历史: 161分以上分, 位次772 | 体育物理: 174分以上分, 位次925
普通历史: 218分以上分, 位次21360 | 普通物理: 244分以上分, 位次43847 | 体育历史: 160分以上分, 位次772 | 体育物理: 173分以上分, 位次925
普通历史: 217分以上分, 位次21362 | 普通物理: 243分以上分, 位次43868 | 体育历史: 159分以上分, 位次772 | 体育物理: 172分以上分, 位次925
普通历史: 216分以上分, 位次21364 | 普通物理: 242分以上分, 位次43897 | 体育历史: 158分以上分, 位次773 | 体育物理: 171分以上分, 位次925
普通历史: 215分以上分, 位次21369 | 普通物理: 241分以上分, 位次43912 | 体育历史: 157分以上分, 位次773 | 体育物理: 170分以上分, 位次925
普通历史: 214分以上分, 位次21371 | 普通物理: 240分以上分, 位次43941 | 体育历史: 156分以上分, 位次773 | 体育物理: 169分以上分, 位次925
普通历史: 213分以上分, 位次21373 | 普通物理: 239分以上分, 位次43966 | 体育历史: 155分以上分, 位次773 | 体育物理: 168分以上分, 位次925
普通历史: 212分以上分, 位次21375 | 普通物理: 238分以上分, 位次43987 | 体育历史: 154分以上分, 位次774 | 体育物理: 167分以上分, 位次925
普通历史: 211分以上分, 位次21376 | 普通物理: 237分以上分, 位次44010 | 体育历史: 153分以上分, 位次774 | 体育物理: 166分以上分, 位次924
普通历史: 210分以上分, 位次21380 | 普通物理: 236分以上分, 位次44027 | 体育历史: 152分以上分, 位次774 | 体育物理: 165分以上分, 位次924
普通历史: 209分以上分, 位次21381 | 普通物理: 235分以上分, 位次44048 | 体育历史: 151分以上分, 位次774 | 体育物理: 164分以上分, 位次925
普通历史: 208分以上分, 位次21383 | 普通物理: 234分以上分, 位次44064 | 体育历史: 150分以上分, 位次775 | 体育物理: 163分以上分, 位次925
普通历史: 207分以上分, 位次21386 | 普通物理: 233分以上分, 位次44080 | 体育历史: 149分以上分, 位次775 | 体育物理: 162分以上分, 位次924
普通历史: 206分以上分, 位次21388 | 普通物理: 232分以上分, 位次44092 | 体育历史: 148分以上分, 位次775 | 体育物理: 161分以上分, 位次925
普通历史: 205分以上分, 位次21393 | 普通物理: 231分以上分, 位次44108 | 体育历史: 147分以上分, 位次776 | 体育物理: 160分以上分, 位次925
普通历史: 204分以上分, 位次21395 | 普通物理: 230分以上分, 位次44131 | 体育历史: 146分以上分, 位次776 | 体育物理: 159分以上分, 位次925
普通历史: 203分以上分, 位次21395 | 普通物理: 229分以上分, 位次44149 | 体育历史: 145分以上分, 位次776 | 体育物理: 158分以上分, 位次925
普通历史: 202分以上分, 位次21398 | 普通物理: 228分以上分, 位次44164 | 体育历史: 144分以上分, 位次777
普通历史: 201分以上分, 位次21399 | 普通物理: 227分以上分, 位次44183 | 体育历史: 143分以上分, 位次777
普通历史: 200分以上分, 位次21399 | 普通物理: 226分以上分, 位次44197 | 体育历史: 142分以上分, 位次777
普通历史: 199分以上分, 位次21401 | 普通物理: 225分以上分, 位次44212 | 体育历史: 141分以上分, 位次777
普通历史: 198分以上分, 位次21403 | 普通物理: 224分以上分, 位次44225 | 体育历史: 140分以上分, 位次778
普通历史: 197分以上分, 位次21406 | 普通物理: 223分以上分, 位次44237 | 体育历史: 139分以上分, 位次778
普通物理: 222分以上分, 位次44245 | 体育历史: 138分以上分, 位次778
普通物理: 221分以上分, 位次44256 | 体育历史: 137分以上分, 位次779
普通物理: 220分以上分, 位次44264 | 体育历史: 136分以上分, 位次779
普通物理: 219分以上分, 位次44272 | 体育历史: 135分以上分, 位次779
普通物理: 218分以上分, 位次44286 | 体育历史: 134分以上分, 位次780
普通物理: 217分以上分, 位次44296 | 体育历史: 133分以上分, 位次780
普通物理: 216分以上分, 位次44302 | 体育历史: 132分以上分, 位次781
普通物理: 215分以上分, 位次44313 | 体育历史: 131分以上分, 位次781
普通物理: 214分以上分, 位次44323 | 体育历史: 130分以上分, 位次782
普通物理: 213分以上分, 位次44332 | 体育历史: 129分以上分, 位次782
普通物理: 212分以上分, 位次44338 | 体育历史: 128分以上分, 位次783
普通物理: 211分以上分, 位次44343 | 体育历史: 127分以上分, 位次784
普通物理: 210分以上分, 位次44354 | 体育历史: 126分以上分, 位次785
普通物理: 209分以上分, 位次44362 | 体育历史: 125分以上分, 位次786
普通物理: 208分以上分, 位次44366 | 体育历史: 124分以上分, 位次787
普通物理: 207分以上分, 位次44370 | 体育历史: 123分以上分, 位次788
普通物理: 206分以上分, 位次44374 | 体育历史: 122分以上分, 位次788
普通物理: 205分以上分, 位次44377 | 体育历史: 121分以上分, 位次789
普通物理: 204分以上分, 位次44382 | 体育历史: 120分以上分, 位次790
普通物理: 203分以上分, 位次44386 | 体育历史: 119分以上分, 位次791
普通物理: 202分以上分, 位次44390 | 体育历史: 118分以上分, 位次792
普通物理: 201分以上分, 位次44392 | 体育历史: 117分以上分, 位次793
普通物理: 200分以上分, 位次44398 | 体育历史: 116分以上分, 位次794
普通物理: 199分以上分, 位次44399 | 体育历史: 115分以上分, 位次795
普通物理: 198分以上分, 位次44405 | 体育历史: 114分以上分, 位次796
普通物理: 197分以上分, 位次44415 | 体育历史: 113分以上分, 位次797
普通物理: 196分以上分, 位次44419 | 体育历史: 112分以上分, 位次798
普通物理: 195分以上分, 位次44426 | 体育历史: 111分以上分, 位次799
普通物理: 194分以上分, 位次44428 | 体育历史: 110分以上分, 位次800
普通物理: 193分以上分, 位次44433 | 体育历史: 109分以上分, 位次801
普通物理: 192分以上分, 位次44436 | 体育历史: 108分以上分, 位次802
普通物理: 191分以上分, 位次44438 | 体育历史: 107分以上分, 位次803
普通物理: 190分以上分, 位次44442 | 体育历史: 106分以上分, 位次804
普通物理: 189分以上分, 位次44442 | 体育历史: 105分以上分, 位次804
普通物理: 188分以上分, 位次44443 | 体育历史: 104分以上分, 位次805
普通物理: 187分以上分, 位次44445 | 体育历史: 103分以上分, 位次806
普通物理: 186分以上分, 位次44445 | 体育历史: 102分以上分, 位次807
普通物理: 185分以上分, 位次44447 | 体育历史: 101分以上分, 位次807
普通物理: 184分以上分, 位次44450 | 体育历史: 100分以上分, 位次808
普通物理: 183分以上分, 位次44452 | 体育历史: 99分以上分, 位次809
普通物理: 182分以上分, 位次44454 | 体育历史: 98分以上分, 位次810
普通物理: 181分以上分, 位次44456 | 体育历史: 97分以上分, 位次811
普通物理: 180分以上分, 位次44457 | 体育历史: 96分以上分, 位次812
普通物理: 179分以上分, 位次44457 | 体育历史: 95分以上分, 位次813
普通物理: 178分以上分, 位次44459 | 体育历史: 94分以上分, 位次813
普通物理: 177分以上分, 位次44459 | 体育历史: 93分以上分, 位次814
普通物理: 176分以上分, 位次44460 | 体育历史: 92分以上分, 位次815
普通物理: 175分以上分, 位次44460 | 体育历史: 91分以上分, 位次815
普通物理: 174分以上分, 位次44463 | 体育历史: 90分以上分, 位次816
普通物理: 173分以上分, 位次44464 | 体育历史: 89分以上分, 位次816
普通物理: 172分以上分, 位次44466 | 体育历史: 88分以上分, 位次816
普通物理: 171分以上分, 位次44468 | 体育历史: 87分以上分, 位次816
普通物理: 170分以上分, 位次44469 | 体育历史: 86分以上分, 位次816
普通物理: 169分以上分, 位次44469 | 体育历史: 85分以上分, 位次816
普通物理: 168分以上分, 位次44472 | 体育历史: 84分以上分, 位次816
普通物理: 167分以上分, 位次44473 | 体育历史: 83分以上分, 位次816
普通物理: 166分以上分, 位次44472 | 体育历史: 82分以上分, 位次816
普通物理: 165分以上分, 位次44475 | 体育历史: 81分以上分, 位次816
普通物理: 164分以上分, 位次44473 | 体育历史: 80分以上分, 位次816
普通物理: 163分以上分, 位次44475 | 体育历史: 79分以上分, 位次816
普通物理: 162分以上分, 位次44476 | 体育历史: 78分以上分, 位次816
普通物理: 161分以上分, 位次44476 | 体育历史: 77分以上分, 位次816
普通物理: 160分以上分, 位次44477 | 体育历史: 76分以上分, 位次816
普通物理: 159分以上分, 位次44479 | 体育历史: 75分以上分, 位次816
普通物理: 158分以上分, 位次44481 | 体育历史: 74分以上分, 位次816
普通物理: 157分以上分, 位次44483 | 体育历史: 73分以上分, 位次816
普通物理: 156分以上分, 位次44485 | 体育历史: 72分以上分, 位次816
普通物理: 155分以上分, 位次44485 | 体育历史: 71分以上分, 位次816
普通物理: 154分以上分, 位次44487 | 体育历史: 70分以上分, 位次816
普通物理: 153分以上分, 位次44489 | 体育历史: 69分以上分, 位次816
普通物理: 152分以上分, 位次44489 | 体育历史: 68分以上分, 位次816
普通物理: 151分以上分, 位次44491 | 体育历史: 67分以上分, 位次816
普通物理: 150分以上分, 位次44491 | 体育历史: 66分以上分, 位次816
体育历史: 65分以上分, 位次816
体育历史: 64分以上分, 位次816
体育历史: 63分以上分, 位次816
